original_claim,processed_claim,label,id,label_id,predicted_label_id,predicted_label,is_correct,prediction_confidence,claim_length,word_count,length_bin,conf_bin
Eva Longoria has starred in Harsh Times.,eva longoria starred harsh time,SUPPORTS,129052,0,2,NOT ENOUGH INFO,False,0.9514846,40,7,6-10,0.9-1.0
The Fall (Gorillaz album) is a photo album.,fall gorillaz album photo album,REFUTES,10467,1,1,REFUTES,True,0.9986265,43,8,6-10,0.9-1.0
Chris Froome has competed in the Tour de France.,chris froome competed tour de france,SUPPORTS,64564,0,0,SUPPORTS,True,0.98785686,48,9,6-10,0.9-1.0
Diana Ross released Endless Love.,diana ross released endless love,SUPPORTS,9019,0,0,SUPPORTS,True,0.9839849,33,5,0-5,0.9-1.0
Malala Yousafzai is an advocate for women's right to education.,malala yousafzai advocate womens right education,SUPPORTS,58991,0,0,SUPPORTS,True,0.9944404,63,10,6-10,0.9-1.0
"Carrie Fisher was an actress, writer, and humorist for over three decades.",carrie fisher actress writer humorist three decade,NOT ENOUGH INFO,207863,2,2,NOT ENOUGH INFO,True,0.99778146,74,12,11-15,0.9-1.0
Leonardo da Vinci is an oil painter.,leonardo da vinci oil painter,NOT ENOUGH INFO,109215,2,1,REFUTES,False,0.842007,36,7,6-10,0.8-0.9
Sharon Tate was an actress.,sharon tate actress,SUPPORTS,8082,0,0,SUPPORTS,True,0.9950098,27,5,0-5,0.9-1.0
Martina Navratilova is only a soccer player.,martina navratilova soccer player,REFUTES,143775,1,1,REFUTES,True,0.99907076,44,7,6-10,0.9-1.0
Stars Dance's artist was born in July.,star dance artist born july,SUPPORTS,221448,0,0,SUPPORTS,True,0.98767763,38,7,6-10,0.9-1.0
Lee Harvey Oswald lived in a city of Minsk until 1962.,lee harvey oswald lived city minsk 1962,SUPPORTS,19105,0,0,SUPPORTS,True,0.9919701,54,11,11-15,0.9-1.0
Asteroid Day aims to raise money for what can be done to protect earth's future generations.,asteroid day aim raise money done protect earth future generation,NOT ENOUGH INFO,169751,2,2,NOT ENOUGH INFO,True,0.9909903,92,16,16-20,0.9-1.0
Europe is the location of Andorra.,europe location andorra,SUPPORTS,89139,0,0,SUPPORTS,True,0.9899087,34,6,6-10,0.9-1.0
Lily James appeared in a work.,lily james appeared work,SUPPORTS,190022,0,0,SUPPORTS,True,0.99540687,30,6,6-10,0.9-1.0
The film industry contains Jessica Chastain.,film industry contains jessica chastain,SUPPORTS,149009,0,0,SUPPORTS,True,0.98589987,44,6,6-10,0.9-1.0
Usher (musician) composed at least nine studio albums.,usher musician composed least nine studio album,REFUTES,84544,1,1,REFUTES,True,0.9990233,54,8,6-10,0.9-1.0
Snoop Dogg's music career began in 2014.,snoop doggs music career began 2014,REFUTES,201781,1,1,REFUTES,True,0.99291456,40,7,6-10,0.9-1.0
Leslie Groves oversaw the construction of the Pentagon in 1939.,leslie grove oversaw construction pentagon 1939,NOT ENOUGH INFO,227950,2,0,SUPPORTS,False,0.9251813,63,10,6-10,0.9-1.0
"Judith Quiney died in England on February 9, 1662.",judith quiney died england february 9 1662,NOT ENOUGH INFO,172577,2,1,REFUTES,False,0.91247696,50,9,6-10,0.9-1.0
Songwriting is an act performed by Shania Twain.,songwriting act performed shania twain,SUPPORTS,94885,0,0,SUPPORTS,True,0.9954135,48,8,6-10,0.9-1.0
Outlander is not based on a series of novels.,outlander based series novel,REFUTES,100396,1,0,SUPPORTS,False,0.81822705,45,9,6-10,0.8-0.9
Monarch of the Glen is a drama from Britain.,monarch glen drama britain,SUPPORTS,213458,0,2,NOT ENOUGH INFO,False,0.7341467,44,9,6-10,0.7-0.8
The Nilotic languages are spoken in South Sudan and Tanzania.,nilotic language spoken south sudan tanzania,SUPPORTS,151612,0,0,SUPPORTS,True,0.95789224,61,10,6-10,0.9-1.0
William Jennings Bryan has stood eleven times as a nominee for President of the United States.,william jennings bryan stood eleven time nominee president united state,NOT ENOUGH INFO,51083,2,2,NOT ENOUGH INFO,True,0.9975153,94,16,16-20,0.9-1.0
Prince released more than 16 albums.,prince released 16 album,SUPPORTS,34839,0,0,SUPPORTS,True,0.9925794,36,6,6-10,0.9-1.0
Kerala was formed following a major reform.,kerala formed following major reform,SUPPORTS,229332,0,0,SUPPORTS,True,0.6167688,43,7,6-10,0.6-0.7
Usain Bolt did not win the Olympic 100 m and 200 m titles.,usain bolt win olympic 100 200 title,REFUTES,75559,1,1,REFUTES,True,0.95732605,58,13,11-15,0.9-1.0
The Prestige is a book.,prestige book,SUPPORTS,122131,0,0,SUPPORTS,True,0.9919722,23,5,0-5,0.9-1.0
Steve Buscemi is a wombat.,steve buscemi wombat,REFUTES,134173,1,1,REFUTES,True,0.99860615,26,5,0-5,0.9-1.0
Stevie Nicks was only a member of Ween.,stevie nick member ween,REFUTES,91356,1,1,REFUTES,True,0.99886763,39,8,6-10,0.9-1.0
Francois de Belleforest translated the works of Demosthenes and he was French.,francois de belleforest translated work demosthenes french,SUPPORTS,192544,0,0,SUPPORTS,True,0.9927527,78,12,11-15,0.9-1.0
In Secret was a completely original script.,secret completely original script,REFUTES,3440,1,1,REFUTES,True,0.8531058,43,7,6-10,0.8-0.9
Stanley Kubrick was a writer.,stanley kubrick writer,SUPPORTS,34626,0,0,SUPPORTS,True,0.96388906,29,5,0-5,0.9-1.0
Cristiano Ronaldo plays for Portugal.,cristiano ronaldo play portugal,SUPPORTS,73006,0,0,SUPPORTS,True,0.99452114,37,5,0-5,0.9-1.0
James McAvoy is incapable of being an actor.,james mcavoy incapable actor,REFUTES,153907,1,1,REFUTES,True,0.9993017,44,8,6-10,0.9-1.0
Iron Man 3 is number seven of the films in the Marvel Cinematic Universe.,iron man 3 number seven film marvel cinematic universe,SUPPORTS,59575,0,1,REFUTES,False,0.7835897,73,14,11-15,0.7-0.8
Babe Ruth's contributions to baseball have never been officially acknowledged.,babe ruth contribution baseball never officially acknowledged,REFUTES,54344,1,1,REFUTES,True,0.9931524,78,10,6-10,0.9-1.0
Keanu Reeves is a film actor.,keanu reef film actor,SUPPORTS,79801,0,0,SUPPORTS,True,0.99542844,29,6,6-10,0.9-1.0
Arrested Development follows the Bush family.,arrested development follows bush family,REFUTES,47335,1,2,NOT ENOUGH INFO,False,0.9870433,45,6,6-10,0.9-1.0
"In the Global Economic Power Index, Tokyo ranked first.",global economic power index tokyo ranked first,SUPPORTS,190953,0,0,SUPPORTS,True,0.97246164,55,9,6-10,0.9-1.0
Snoop Dogg has sold albums in the United States.,snoop dogg sold album united state,SUPPORTS,186449,0,0,SUPPORTS,True,0.9899888,48,9,6-10,0.9-1.0
Ice hockey has national teams which compete internationally.,ice hockey national team compete internationally,SUPPORTS,123646,0,0,SUPPORTS,True,0.9937416,60,8,6-10,0.9-1.0
Dumb and Dumber stars an actor.,dumb dumber star actor,SUPPORTS,133018,0,0,SUPPORTS,True,0.9950631,31,6,6-10,0.9-1.0
Carl Sanders was a politician of American citizenship.,carl sander politician american citizenship,SUPPORTS,7246,0,0,SUPPORTS,True,0.9935469,54,8,6-10,0.9-1.0
Willow Smith is not an American citizen.,willow smith american citizen,REFUTES,70274,1,1,REFUTES,True,0.9985898,40,7,6-10,0.9-1.0
Matt Sorum has nothing to do with the international band Kings of Chaos.,matt sorum nothing international band king chaos,REFUTES,201656,1,1,REFUTES,True,0.9944824,72,13,11-15,0.9-1.0
The Santos FC is one of the richest clubs in the world.,santos fc one richest club world,SUPPORTS,197433,0,0,SUPPORTS,True,0.9000911,55,12,11-15,0.9-1.0
Carice van Houten is a skier.,carice van houten skier,NOT ENOUGH INFO,150153,2,2,NOT ENOUGH INFO,True,0.998211,29,6,6-10,0.9-1.0
Seal is a songwriter.,seal songwriter,SUPPORTS,157547,0,0,SUPPORTS,True,0.94020134,21,4,0-5,0.9-1.0
Ben Affleck is an actor.,ben affleck actor,SUPPORTS,43617,0,0,SUPPORTS,True,0.99473697,24,5,0-5,0.9-1.0
The Peloponnesian War was won by Sparta.,peloponnesian war sparta,SUPPORTS,92202,0,0,SUPPORTS,True,0.9920758,40,7,6-10,0.9-1.0
Kurt Sutter created a TV series.,kurt sutter created tv series,SUPPORTS,27744,0,0,SUPPORTS,True,0.9869866,32,6,6-10,0.9-1.0
Robert F. Kennedy published The Enemy Within.,robert f kennedy published enemy within,SUPPORTS,140064,0,0,SUPPORTS,True,0.99059653,45,7,6-10,0.9-1.0
Room premiered at the Boston Garden.,room premiered boston garden,REFUTES,82095,1,0,SUPPORTS,False,0.8746936,36,6,6-10,0.8-0.9
Oliver Reed was in a movie.,oliver reed movie,SUPPORTS,174227,0,0,SUPPORTS,True,0.99541605,27,6,6-10,0.9-1.0
Carrie Fisher's middle name is Johnathan.,carrie fisher middle name johnathan,REFUTES,207854,1,1,REFUTES,True,0.5621575,41,6,6-10,0.5-0.6
Conan O'Brien is a host on television.,conan obrien host television,SUPPORTS,49195,0,0,SUPPORTS,True,0.99592555,38,7,6-10,0.9-1.0
Akshay Kumar has an acting career.,akshay kumar acting career,SUPPORTS,33763,0,0,SUPPORTS,True,0.99612135,34,6,6-10,0.9-1.0
Green Day is incapable of being a music band.,green day incapable music band,REFUTES,24339,1,1,REFUTES,True,0.999298,45,9,6-10,0.9-1.0
Gabon is bordered by the Republic of Congo to the east.,gabon bordered republic congo east,SUPPORTS,178653,0,2,NOT ENOUGH INFO,False,0.4482535,55,11,11-15,0.4-0.5
The Parliament of Canada excludes the House of Commons from its proceedings.,parliament canada excludes house common proceeding,REFUTES,168473,1,1,REFUTES,True,0.99848723,76,12,11-15,0.9-1.0
Arrested Development filmed scenes in California.,arrested development filmed scene california,SUPPORTS,129841,0,0,SUPPORTS,True,0.995404,49,6,6-10,0.9-1.0
Rockefeller University is in New York State.,rockefeller university new york state,SUPPORTS,128832,0,0,SUPPORTS,True,0.9765421,44,7,6-10,0.9-1.0
Outlander (TV series) was renewed for a third and fourth season in response to the audience's reaction.,outlander tv series renewed third fourth season response audience reaction,NOT ENOUGH INFO,7181,2,2,NOT ENOUGH INFO,True,0.9983188,103,17,16-20,0.9-1.0
Mary-Louise Parker received a Golden Globe and other awards.,marylouise parker received golden globe award,SUPPORTS,6418,0,0,SUPPORTS,True,0.99504197,60,9,6-10,0.9-1.0
Where the Wild Things Are was put out in 2009.,wild thing put 2009,SUPPORTS,93906,0,0,SUPPORTS,True,0.9954579,46,10,6-10,0.9-1.0
Robert Downey Jr. was in the Sherlock Holmes: A Game of Shadows film.,robert downey jr sherlock holmes game shadow film,SUPPORTS,53393,0,0,SUPPORTS,True,0.9951384,69,13,11-15,0.9-1.0
Jack Black is in a band.,jack black band,SUPPORTS,86244,0,0,SUPPORTS,True,0.9872442,24,6,6-10,0.9-1.0
Lady Gaga died in 1986.,lady gaga died 1986,REFUTES,82088,1,1,REFUTES,True,0.99757415,23,5,0-5,0.9-1.0
Coldplay released an EP.,coldplay released ep,SUPPORTS,5316,0,0,SUPPORTS,True,0.97745,24,4,0-5,0.9-1.0
Franklin Roosevelt got married at 23.,franklin roosevelt got married 23,SUPPORTS,9144,0,2,NOT ENOUGH INFO,False,0.81453466,37,6,6-10,0.8-0.9
Underworld is genre fiction.,underworld genre fiction,NOT ENOUGH INFO,123301,2,0,SUPPORTS,False,0.99484766,28,4,0-5,0.9-1.0
Tina Turner worked together with Phyllida Lloyd.,tina turner worked together phyllida lloyd,SUPPORTS,89230,0,0,SUPPORTS,True,0.5706246,48,7,6-10,0.5-0.6
Marcus Allen played football.,marcus allen played football,SUPPORTS,68461,0,0,SUPPORTS,True,0.99491197,29,4,0-5,0.9-1.0
FC Barcelona is a North American football club.,fc barcelona north american football club,REFUTES,54524,1,1,REFUTES,True,0.9988668,47,8,6-10,0.9-1.0
Will Ferrell established himself on a show.,ferrell established show,SUPPORTS,222373,0,0,SUPPORTS,True,0.9430125,43,7,6-10,0.9-1.0
Conan O'Brien hosting style on the Conan show has been characterized as self-deprecating.,conan obrien hosting style conan show characterized selfdeprecating,SUPPORTS,147747,0,0,SUPPORTS,True,0.9243237,89,13,11-15,0.9-1.0
Black Widow is Russian.,black widow russian,SUPPORTS,19584,0,1,REFUTES,False,0.6388358,23,4,0-5,0.6-0.7
The Catalyst is a single by Linkin Park.,catalyst single linkin park,SUPPORTS,6694,0,0,SUPPORTS,True,0.9956656,40,8,6-10,0.9-1.0
Joan Crawford was a person.,joan crawford person,SUPPORTS,72651,0,0,SUPPORTS,True,0.99599445,27,5,0-5,0.9-1.0
Melanie Griffith was cast in Something Wild (1986).,melanie griffith cast something wild 1986,SUPPORTS,147823,0,0,SUPPORTS,True,0.98568684,51,8,6-10,0.9-1.0
Liana Liberato portrayed the younger version of the female lead in a film directed by a person.,liana liberato portrayed younger version female lead film directed person,SUPPORTS,172074,0,0,SUPPORTS,True,0.9950954,95,17,16-20,0.9-1.0
Phil Mickelson has not won a golf tournament.,phil mickelson golf tournament,REFUTES,130780,1,1,REFUTES,True,0.9986278,45,8,6-10,0.9-1.0
Lee Harvey Oswald was unsuccessful in assassinating the President of the United States.,lee harvey oswald unsuccessful assassinating president united state,REFUTES,62204,1,1,REFUTES,True,0.9987011,87,13,11-15,0.9-1.0
Kevin Durant has contributed to a new media platform.,kevin durant contributed new medium platform,SUPPORTS,62212,0,0,SUPPORTS,True,0.99104273,53,9,6-10,0.9-1.0
Machine Gun Kelly is vegan.,machine gun kelly vegan,NOT ENOUGH INFO,188272,2,2,NOT ENOUGH INFO,True,0.99761355,27,5,0-5,0.9-1.0
Ethiopia was a democracy.,ethiopia democracy,NOT ENOUGH INFO,120582,2,0,SUPPORTS,False,0.9228477,25,4,0-5,0.9-1.0
How to Lose Friends & Alienate People stars an actor.,lose friend alienate people star actor,SUPPORTS,228646,0,0,SUPPORTS,True,0.9958248,53,10,6-10,0.9-1.0
Radiohead released an album.,radiohead released album,SUPPORTS,76762,0,0,SUPPORTS,True,0.99572766,28,4,0-5,0.9-1.0
"The 2014 WTA Finals was the 39th edition of the doubles tennis competition, which began in 1963.",2014 wta final 39th edition double tennis competition began 1963,NOT ENOUGH INFO,225186,2,1,REFUTES,False,0.9914494,96,17,16-20,0.9-1.0
Imagine Dragons first gained exposure in 2012 with the release of their debut album.,imagine dragon first gained exposure 2012 release debut album,SUPPORTS,75079,0,0,SUPPORTS,True,0.9878758,84,14,11-15,0.9-1.0
R. Kelly is incapable of being a musician.,r kelly incapable musician,REFUTES,44032,1,1,REFUTES,True,0.9992894,42,8,6-10,0.9-1.0
Sean Combs founded ANTI Records in 1993.,sean comb founded anti record 1993,NOT ENOUGH INFO,127541,2,2,NOT ENOUGH INFO,True,0.99028987,40,7,6-10,0.9-1.0
Harvey Kurtzman was a teacher at the School of Visual Arts.,harvey kurtzman teacher school visual art,SUPPORTS,200681,0,0,SUPPORTS,True,0.8344067,59,11,11-15,0.8-0.9
Huntington's disease can be caused by a chromosomal abnormality.,huntington disease caused chromosomal abnormality,NOT ENOUGH INFO,131310,2,2,NOT ENOUGH INFO,True,0.9970137,64,9,6-10,0.9-1.0
Christine Daaé is a Catholic.,christine daaé catholic,NOT ENOUGH INFO,166559,2,2,NOT ENOUGH INFO,True,0.9982924,29,5,0-5,0.9-1.0
Archie Panjabi won a GLAAD Award.,archie panjabi glaad award,NOT ENOUGH INFO,228383,2,0,SUPPORTS,False,0.994327,33,6,6-10,0.9-1.0
John Cena has lost a championship.,john cena lost championship,NOT ENOUGH INFO,12115,2,2,NOT ENOUGH INFO,True,0.99807405,34,6,6-10,0.9-1.0
Raphael Bob-Waksberg is an American.,raphael bobwaksberg american,SUPPORTS,71209,0,0,SUPPORTS,True,0.9863331,36,5,0-5,0.9-1.0
Diamonds is an album.,diamond album,REFUTES,9978,1,1,REFUTES,True,0.9980348,21,4,0-5,0.9-1.0
The Dogs D'Amour are a rock and roll band.,dog damour rock roll band,SUPPORTS,212850,0,0,SUPPORTS,True,0.9936806,42,9,6-10,0.9-1.0
Divergent was released in disc format.,divergent released disc format,SUPPORTS,100444,0,0,SUPPORTS,True,0.99461836,38,6,6-10,0.9-1.0
Ajay Devgn is an actor.,ajay devgn actor,SUPPORTS,154479,0,0,SUPPORTS,True,0.9947201,23,5,0-5,0.9-1.0
Maggie Gyllenhaal was nominated for an award.,maggie gyllenhaal nominated award,SUPPORTS,174775,0,0,SUPPORTS,True,0.99530435,45,7,6-10,0.9-1.0
The South Wales Valleys are located in Wales.,south wale valley located wale,SUPPORTS,65731,0,0,SUPPORTS,True,0.99464154,45,8,6-10,0.9-1.0
Anne Hathaway has worked with Meryl Streep.,anne hathaway worked meryl streep,SUPPORTS,10088,0,0,SUPPORTS,True,0.99540824,43,7,6-10,0.9-1.0
Spencer Tracy was a dancer.,spencer tracy dancer,NOT ENOUGH INFO,103043,2,2,NOT ENOUGH INFO,True,0.99776804,27,5,0-5,0.9-1.0
The 1998 Major League Baseball All-Star Game was held in a deserted municipality.,1998 major league baseball allstar game held deserted municipality,REFUTES,13799,1,1,REFUTES,True,0.99873847,81,13,11-15,0.9-1.0
Matt Damon is an American who acts.,matt damon american act,SUPPORTS,71747,0,0,SUPPORTS,True,0.995968,35,7,6-10,0.9-1.0
Sunflower (1970 film) was unable to get Vittorio De Sica as director.,sunflower 1970 film unable get vittorio de sica director,REFUTES,120696,1,1,REFUTES,True,0.98900783,69,12,11-15,0.9-1.0
Eminem has a car.,eminem car,NOT ENOUGH INFO,31748,2,2,NOT ENOUGH INFO,True,0.9984238,17,4,0-5,0.9-1.0
Gift of the Night Fury stars the voice of a comedian.,gift night fury star voice comedian,SUPPORTS,226300,0,0,SUPPORTS,True,0.9921789,53,11,11-15,0.9-1.0
Pirates of the Caribbean (film series) is a series.,pirate caribbean film series series,SUPPORTS,95523,0,0,SUPPORTS,True,0.98719436,51,9,6-10,0.9-1.0
A Game of Thrones is only a show.,game throne show,REFUTES,19942,1,1,REFUTES,True,0.99903524,33,8,6-10,0.9-1.0
The Sopranos is a televised show.,soprano televised show,SUPPORTS,77133,0,0,SUPPORTS,True,0.99499834,33,6,6-10,0.9-1.0
David Carradine is not an actor.,david carradine actor,REFUTES,38757,1,1,REFUTES,True,0.99852777,32,6,6-10,0.9-1.0
Beauty and the Beast stars Emma Stone.,beauty beast star emma stone,SUPPORTS,60170,0,0,SUPPORTS,True,0.96968395,38,7,6-10,0.9-1.0
Community is available to stream nationally.,community available stream nationally,SUPPORTS,157172,0,0,SUPPORTS,True,0.9908586,44,6,6-10,0.9-1.0
The Italian language is spoken in a sovereign country in Southeastern Europe.,italian language spoken sovereign country southeastern europe,SUPPORTS,139952,0,0,SUPPORTS,True,0.9609337,77,12,11-15,0.9-1.0
Green Day is incapable of being a music band.,green day incapable music band,REFUTES,24339,1,1,REFUTES,True,0.999298,45,9,6-10,0.9-1.0
De Profundis was written during an imprisonment.,de profundis written imprisonment,SUPPORTS,60966,0,0,SUPPORTS,True,0.9953302,48,7,6-10,0.9-1.0
Richard Branson worked.,richard branson worked,SUPPORTS,78956,0,0,SUPPORTS,True,0.9949641,23,3,0-5,0.9-1.0
Dr. Dre established the label Aftermath Entertainment in France.,dr dre established label aftermath entertainment france,NOT ENOUGH INFO,112972,2,2,NOT ENOUGH INFO,True,0.7024491,64,9,6-10,0.7-0.8
"Sammy Cahn died November 15, 1993.",sammy cahn died november 15 1993,REFUTES,207739,1,1,REFUTES,True,0.96520954,34,6,6-10,0.9-1.0
The Ten Commandments is a biblical film.,ten commandment biblical film,SUPPORTS,46137,0,0,SUPPORTS,True,0.88344127,40,7,6-10,0.8-0.9
Denmark's parliament is located in a city.,denmark parliament located city,SUPPORTS,58395,0,0,SUPPORTS,True,0.98797774,42,7,6-10,0.9-1.0
Courtney Love has acted.,courtney love acted,SUPPORTS,60292,0,0,SUPPORTS,True,0.99596065,24,4,0-5,0.9-1.0
Moana came out in 2016.,moana came 2016,SUPPORTS,58720,0,0,SUPPORTS,True,0.9891537,23,5,0-5,0.9-1.0
Andre Agassi won the Nobel Peace Prize.,andre agassi nobel peace prize,NOT ENOUGH INFO,87077,2,0,SUPPORTS,False,0.8660859,39,7,6-10,0.8-0.9
"Mother Teresa's feast day is the anniversary of her death, September 5.",mother teresa feast day anniversary death september 5,SUPPORTS,101500,0,0,SUPPORTS,True,0.9882704,71,12,11-15,0.9-1.0
Ben Affleck is a painter.,ben affleck painter,REFUTES,67387,1,1,REFUTES,True,0.99882716,25,5,0-5,0.9-1.0
South Park is made with animation.,south park made animation,SUPPORTS,22426,0,0,SUPPORTS,True,0.99410903,34,6,6-10,0.9-1.0
Avenged Sevenfold didn't release any studio albums.,avenged sevenfold didnt release studio album,REFUTES,39192,1,1,REFUTES,True,0.999046,51,7,6-10,0.9-1.0
Timon & Pumbaa is a TV series in the Lion King universe.,timon pumbaa tv series lion king universe,SUPPORTS,110089,0,0,SUPPORTS,True,0.9910919,56,12,11-15,0.9-1.0
Richard Gere starred in an American film from 1982.,richard gere starred american film 1982,SUPPORTS,210611,0,0,SUPPORTS,True,0.99417996,51,9,6-10,0.9-1.0
